DOI,Publication Year
10.1016/j.molstruc.2022.132329,2022
10.1016/j.molstruc.2022.132477,2022
10.1016/j.molstruc.2022.132480,2022
10.1016/j.molstruc.2022.132757,2022
10.1016/j.molstruc.2022.132820,2022
10.1016/j.molstruc.2022.132843,2022
10.1016/j.molstruc.2022.132927,2022
10.1016/j.molstruc.2022.132994,2022
10.1016/j.molstruc.2022.133022,2022
10.1016/j.molstruc.2022.133087,2022
10.1016/j.molstruc.2022.133121,2022
10.1016/j.molstruc.2022.133132,2022
10.1016/j.molstruc.2022.133154,2022
10.1016/j.molstruc.2022.133162,2022
10.1016/j.molstruc.2022.133233,2022
10.1016/j.molstruc.2022.133239,2022
10.1016/j.molstruc.2022.133257,2022
10.1016/j.molstruc.2022.133314,2022
10.1016/j.molstruc.2022.133332,2022
10.1016/j.molstruc.2022.133365,2022
10.1016/j.molstruc.2022.133399,2022
10.1016/j.molstruc.2022.133439,2022
10.1016/j.molstruc.2022.133554,2022
10.1016/j.molstruc.2022.133606,2022
10.1016/j.molstruc.2022.133611,2022
10.1016/j.molstruc.2022.133799,2022
10.1016/j.molstruc.2022.133895,2022
10.1016/j.molstruc.2022.133913,2022
10.1016/j.molstruc.2022.133949,2022
10.1016/j.molstruc.2022.134044,2023
10.1016/j.molstruc.2022.134104,2023
10.1016/j.molstruc.2022.134127,2023
10.1016/j.molstruc.2022.134315,2023
10.1016/j.molstruc.2022.134389,2023
10.1016/j.molstruc.2022.134540,2023
10.1016/j.molstruc.2022.134594,2023
10.1016/j.molstruc.2022.134598,2023
10.1016/j.molstruc.2022.134777,2023
10.1016/j.molstruc.2022.134824,2023
10.1016/j.molstruc.2022.134825,2023
10.1016/j.molstruc.2022.134873,2023
10.1016/j.molstruc.2023.134974,2023
10.1016/j.molstruc.2023.135224,2023
10.1016/j.molstruc.2023.135278,2023
10.1016/j.molstruc.2023.135328,2023
10.1016/j.molstruc.2023.135389,2023
10.1016/j.molstruc.2023.135454,2023
10.1016/j.molstruc.2023.135489,2023
10.1016/j.molstruc.2023.135496,2023
10.1016/j.molstruc.2023.135607,2023
10.1016/j.molstruc.2023.135631,2023
10.1016/j.molstruc.2023.135653,2023
10.1016/j.molstruc.2023.135718,2023
10.1016/j.molstruc.2023.135796,2023
10.1016/j.molstruc.2023.135874,2023
10.1016/j.molstruc.2023.135880,2023
10.1016/j.molstruc.2023.135886,2023
10.1016/j.molstruc.2023.136072,2023
10.1016/j.molstruc.2023.136074,2023
10.1016/j.molstruc.2023.136145,2023
10.1016/j.molstruc.2023.136163,2023
10.1016/j.molstruc.2023.136226,2023
10.1016/j.molstruc.2023.136256,2023
10.1016/j.molstruc.2023.136324,2023
10.1016/j.molstruc.2023.136338,2023
10.1016/j.molstruc.2023.136438,2023
10.1016/j.molstruc.2023.136444,2023
10.1016/j.molstruc.2023.136561,2023
10.1016/j.molstruc.2023.136581,2024
10.1016/j.molstruc.2023.136753,2024
10.1016/j.molstruc.2023.136894,2024
10.1016/j.molstruc.2023.136955,2024
10.1016/j.molstruc.2023.137051,2024
10.1016/j.molstruc.2023.137147,2024
10.1016/j.molstruc.2023.137156,2024
10.1016/j.molstruc.2023.137172,2024
10.1016/j.molstruc.2023.137229,2024
10.1016/j.molstruc.2023.137235,2024
10.1016/j.molstruc.2023.137280,2024
10.1016/j.molstruc.2023.137311,2024
10.1016/j.molstruc.2023.137380,2024
10.1016/j.molstruc.2023.137384,2024
10.1016/j.molstruc.2023.137416,2024
10.1016/j.molstruc.2023.137450,2024
10.1016/j.molstruc.2023.137468,2024
10.1016/j.molstruc.2024.137483,2024
10.1016/j.molstruc.2024.137504,2024
10.1016/j.molstruc.2024.137566,2024
10.1016/j.molstruc.2024.137630,2024
10.1016/j.molstruc.2024.137699,2024
10.1016/j.molstruc.2024.137703,2024
10.1016/j.molstruc.2024.137741,2024
10.1016/j.molstruc.2024.137823,2024
10.1016/j.molstruc.2024.137937,2024
10.1016/j.molstruc.2024.138112,2024
10.1016/j.molstruc.2024.138196,2024
10.1016/j.molstruc.2024.138229,2024
10.1016/j.molstruc.2024.138265,2024
10.1016/j.molstruc.2024.138427,2024
10.1016/j.molstruc.2024.138452,2024
10.1016/j.molstruc.2024.138462,2024
10.1016/j.molstruc.2024.138475,2024
10.1016/j.molstruc.2024.138482,2024
10.1016/j.molstruc.2024.138511,2024
10.1016/j.molstruc.2024.138575,2024
10.1016/j.molstruc.2024.138590,2024
10.1016/j.molstruc.2024.138651,2024
10.1016/j.molstruc.2024.138675,2024
10.1016/j.molstruc.2024.139120,2024
10.1016/j.molstruc.2024.139329,2024
10.1016/j.molstruc.2024.139503,2025
10.1016/j.molstruc.2024.139530,2025
10.1016/j.molstruc.2024.139538,2025
10.1016/j.molstruc.2024.139576,2025
10.1016/j.molstruc.2024.139598,2025
10.1016/j.molstruc.2024.139676,2025
10.1016/j.molstruc.2024.139724,2025
10.1016/j.molstruc.2024.139742,2025
10.1016/j.molstruc.2024.139780,2025
10.1016/j.molstruc.2024.139889,2025
10.1016/j.molstruc.2024.140036,2025
10.1016/j.molstruc.2024.140061,2025
10.1016/j.molstruc.2024.140088,2025
10.1016/j.molstruc.2024.140208,2025
10.1016/j.molstruc.2024.140323,2025
10.1016/j.molstruc.2024.140348,2025
10.1016/j.molstruc.2024.140422,2025
10.1016/j.molstruc.2024.140530,2025
10.1016/j.molstruc.2024.140539,2025
10.1016/j.molstruc.2024.140813,2025
10.1016/j.molstruc.2024.140898,2025
10.1016/j.molstruc.2024.141056,2025
10.1016/j.molstruc.2024.141058,2025
10.1016/j.molstruc.2024.141094,2025
10.1016/j.molstruc.2024.141194,2025
10.1016/j.molstruc.2024.141238,2025
10.1016/j.molstruc.2025.141361,2025
10.1016/j.molstruc.2025.141370,2025
10.1016/j.molstruc.2025.141379,2025
10.1016/j.molstruc.2025.141426,2025
10.1016/j.molstruc.2025.141443,2025
10.1016/j.molstruc.2025.141522,2025
10.1016/j.molstruc.2025.141914,2025
10.1016/j.molstruc.2025.141945,2025
10.1016/j.molstruc.2025.141984,2025
10.1016/j.molstruc.2025.142298,2025
10.1016/j.molstruc.2025.142502,2025
10.1016/j.molstruc.2025.142686,2025
10.1016/j.molstruc.2025.142815,2025
10.1016/j.molstruc.2025.142906,2025
10.1016/j.molstruc.2025.143433,2025
10.1016/j.mseb.2020.114833,2021
10.1016/j.mseb.2021.115495,2021
10.1016/j.mseb.2023.116385,2023
10.1016/j.mseb.2023.116530,2023
10.1016/j.mseb.2023.117043,2024
10.1016/j.mseb.2024.117765,2025
10.1016/j.mseb.2024.117800,2025
10.1016/j.mseb.2024.117909,2025
10.1016/j.mseb.2025.118093,2025
10.1016/j.msec.2007.12.002,2008
10.1016/j.msec.2018.07.010,2018
10.1016/j.msec.2018.08.041,2018
10.1016/j.msec.2019.01.032,2019
10.1016/j.msec.2019.110058,2019
10.1016/j.msec.2019.110111,2019
10.1016/j.msec.2021.112369,2021
10.1016/j.mssp.2014.02.018,2014
10.1016/j.mtadv.2021.100145,2021
10.1016/j.mtadv.2023.100390,2023
10.1016/j.mtadv.2023.100448,2023
10.1016/j.mtadv.2025.100579,2025
10.1016/j.mtbio.2021.100097,2021
10.1016/j.mtbio.2022.100507,2023
10.1016/j.mtbio.2024.101134,2024
10.1016/j.mtchem.2018.02.002,2018
10.1016/j.mtchem.2019.100222,2020
10.1016/j.mtchem.2019.100231,2020
10.1016/j.mtchem.2020.100343,2020
10.1016/j.mtchem.2021.100534,2021
10.1016/j.mtchem.2021.100582,2021
10.1016/j.mtchem.2021.100647,2022
10.1016/j.mtchem.2021.100670,2022
10.1016/j.mtchem.2021.100767,2022
10.1016/j.mtchem.2022.100882,2022
10.1016/j.mtchem.2022.101001,2022
10.1016/j.mtchem.2022.101064,2022
10.1016/j.mtchem.2022.101277,2023
10.1016/j.mtchem.2022.101292,2023
10.1016/j.mtchem.2022.101324,2023
10.1016/j.mtchem.2022.101337,2023
10.1016/j.mtchem.2023.101392,2023
10.1016/j.mtchem.2023.101618,2023
10.1016/j.mtchem.2023.101693,2023
10.1016/j.mtchem.2023.101694,2023
10.1016/j.mtchem.2023.101777,2023
10.1016/j.mtchem.2023.101781,2023
10.1016/j.mtchem.2024.102085,2024
10.1016/j.mtchem.2024.102197,2024
10.1016/j.mtchem.2024.102256,2024
10.1016/j.mtchem.2024.102296,2024
10.1016/j.mtchem.2025.102548,2025
10.1016/j.mtchem.2025.102582,2025
10.1016/j.mtchem.2025.102664,2025
10.1016/j.mtcomm.2017.08.001,2017
10.1016/j.mtcomm.2020.101987,2021
10.1016/j.mtcomm.2020.101993,2021
10.1016/j.mtcomm.2021.102206,2021
10.1016/j.mtcomm.2021.102433,2021
10.1016/j.mtcomm.2022.103514,2022
10.1016/j.mtcomm.2022.104117,2022
10.1016/j.mtcomm.2022.104393,2022
10.1016/j.mtcomm.2022.104602,2022
10.1016/j.mtcomm.2022.104699,2022
10.1016/j.mtcomm.2023.105398,2023
10.1016/j.mtcomm.2023.105927,2023
10.1016/j.mtcomm.2023.105990,2023
10.1016/j.mtcomm.2023.107410,2023
10.1016/j.mtcomm.2024.109783,2024
10.1016/j.mtcomm.2024.111177,2025
10.1016/j.mtcomm.2025.112123,2025
10.1016/j.mtener.2023.101346,2023
10.1016/j.mtener.2024.101542,2024
10.1016/j.mtener.2024.101578,2024
10.1016/j.mtener.2024.101652,2024
10.1016/j.mtener.2024.101703,2024
10.1016/j.mtener.2024.101740,2025
10.1016/j.mtnano.2018.09.001,2018
10.1016/j.mtnano.2021.100158,2022
10.1016/j.mtnano.2021.100166,2022
10.1016/j.mtnano.2022.100293,2023
10.1016/j.mtnano.2023.100303,2023
10.1016/j.mtnano.2024.100459,2024
10.1016/j.mtnano.2025.100665,2025
10.1016/j.mtsust.2021.100065,2021
10.1016/j.mtsust.2021.100104,2022
10.1016/j.mtsust.2022.100204,2022
10.1016/j.mtsust.2022.100296,2023
10.1016/j.mtsust.2023.100356,2023
10.1016/j.mtsust.2023.100604,2023
10.1016/j.mtsust.2024.100899,2024
10.1016/j.mtsust.2024.100900,2024
10.1016/j.nantod.2023.101802,2023
10.1016/j.nantod.2024.102227,2024
10.1016/j.nantod.2025.102634,2025
10.1016/j.optmat.2016.11.023,2016
10.1016/j.optmat.2016.11.047,2017
10.1016/j.optmat.2017.02.015,2017
10.1016/j.optmat.2017.05.037,2018
10.1016/j.optmat.2017.05.038,2017
10.1016/j.optmat.2018.05.014,2018
10.1016/j.optmat.2020.109706,2020
10.1016/j.optmat.2020.109802,2020
10.1016/j.optmat.2022.112107,2022
10.1016/j.optmat.2023.113459,2023
10.1016/j.optmat.2023.113672,2023
10.1016/j.optmat.2023.114396,2023
10.1016/j.optmat.2024.116126,2024
10.1016/j.optmat.2024.116158,2024
10.1016/j.partic.2019.04.007,2020
10.1016/j.partic.2022.05.004,2023
10.1016/j.pnsc.2018.01.016,2018
10.1016/j.pnsc.2018.08.002,2018
10.1016/j.pnsc.2023.08.009,2023
10.1016/j.pnsc.2024.01.013,2024
10.1016/j.pnsc.2024.02.011,2024
10.1016/j.poly.2002.08.001,2003
10.1016/j.poly.2004.02.007,2004
10.1016/j.poly.2005.02.022,2005
10.1016/j.poly.2005.03.104,2005
10.1016/j.poly.2006.07.034,2007
10.1016/j.poly.2006.09.008,2007
10.1016/j.poly.2006.10.007,2007
10.1016/j.poly.2006.11.016,2007
10.1016/j.poly.2006.11.038,2007
10.1016/j.poly.2006.11.050,2007
10.1016/j.poly.2006.12.033,2007
10.1016/j.poly.2007.03.020,2007
10.1016/j.poly.2007.04.028,2007
10.1016/j.poly.2007.06.026,2007
10.1016/j.poly.2007.07.045,2007
10.1016/j.poly.2007.07.048,2007
10.1016/j.poly.2007.08.017,2007
10.1016/j.poly.2007.10.020,2008
10.1016/j.poly.2007.11.006,2008
10.1016/j.poly.2007.12.027,2008
10.1016/j.poly.2008.04.035,2008
10.1016/j.poly.2008.04.038,2008
10.1016/j.poly.2008.04.051,2008
10.1016/j.poly.2008.05.012,2008
10.1016/j.poly.2008.06.010,2008
10.1016/j.poly.2008.07.020,2008
10.1016/j.poly.2008.07.035,2008
10.1016/j.poly.2008.10.043,2009
10.1016/j.poly.2008.10.074,2009
10.1016/j.poly.2008.11.022,2009
10.1016/j.poly.2008.11.042,2009
10.1016/j.poly.2008.11.059,2009
10.1016/j.poly.2008.12.003,2009
10.1016/j.poly.2009.04.004,2009
10.1016/j.poly.2009.04.008,2009
10.1016/j.poly.2009.04.047,2009
10.1016/j.poly.2009.05.009,2009
10.1016/j.poly.2009.06.022,2009
10.1016/j.poly.2009.06.068,2010
10.1016/j.poly.2009.07.011,2009
10.1016/j.poly.2009.07.013,2009
10.1016/j.poly.2009.08.037,2010
10.1016/j.poly.2009.11.011,2010
10.1016/j.poly.2009.12.018,2010
10.1016/j.poly.2009.12.038,2010
10.1016/j.poly.2010.03.019,2010
10.1016/j.poly.2010.04.025,2010
10.1016/j.poly.2010.06.008,2010
10.1016/j.poly.2010.07.013,2010
10.1016/j.poly.2010.10.010,2011
10.1016/j.poly.2010.12.027,2011
10.1016/j.poly.2011.02.008,2011
10.1016/j.poly.2011.03.035,2011
10.1016/j.poly.2011.05.006,2011
10.1016/j.poly.2011.05.020,2011
10.1016/j.poly.2011.05.035,2011
10.1016/j.poly.2011.10.010,2012
10.1016/j.poly.2011.10.030,2012
10.1016/j.poly.2011.11.015,2012
10.1016/j.poly.2011.12.029,2012
10.1016/j.poly.2012.01.012,2012
10.1016/j.poly.2012.01.018,2012
10.1016/j.poly.2012.02.006,2012
10.1016/j.poly.2012.03.027,2012
10.1016/j.poly.2012.04.001,2012
10.1016/j.poly.2012.04.018,2012
10.1016/j.poly.2012.05.028,2012
10.1016/j.poly.2012.05.040,2012
10.1016/j.poly.2012.05.043,2012
10.1016/j.poly.2012.06.038,2013
10.1016/j.poly.2012.06.051,2013
10.1016/j.poly.2012.06.081,2013
10.1016/j.poly.2012.06.092,2012
10.1016/j.poly.2012.07.013,2012
10.1016/j.poly.2012.07.038,2012
10.1016/j.poly.2012.07.043,2013
10.1016/j.poly.2012.07.060,2012
10.1016/j.poly.2012.07.091,2013
10.1016/j.poly.2012.08.052,2013
10.1016/j.poly.2012.08.072,2012
10.1016/j.poly.2012.09.018,2013
10.1016/j.poly.2012.10.005,2013
10.1016/j.poly.2012.10.009,2013
10.1016/j.poly.2012.10.042,2013
10.1016/j.poly.2012.10.052,2013
10.1016/j.poly.2012.11.045,2013
10.1016/j.poly.2013.01.027,2013
10.1016/j.poly.2013.01.038,2013
10.1016/j.poly.2013.02.035,2013
10.1016/j.poly.2013.02.038,2013
10.1016/j.poly.2013.02.041,2013
10.1016/j.poly.2013.03.016,2013
10.1016/j.poly.2013.03.029,2013
10.1016/j.poly.2013.03.031,2013
10.1016/j.poly.2013.04.054,2013
10.1016/j.poly.2013.05.030,2013
10.1016/j.poly.2013.05.056,2013
10.1016/j.poly.2013.08.036,2013
10.1016/j.poly.2013.08.045,2013
10.1016/j.poly.2013.08.054,2014
10.1016/j.poly.2013.08.063,2014
10.1016/j.poly.2013.09.002,2014
10.1016/j.poly.2013.09.010,2014
10.1016/j.poly.2013.10.022,2014
10.1016/j.poly.2013.10.036,2014
10.1016/j.poly.2013.11.006,2014
10.1016/j.poly.2013.11.008,2014
10.1016/j.poly.2013.11.013,2014
10.1016/j.poly.2013.11.038,2014
10.1016/j.poly.2013.12.027,2014
10.1016/j.poly.2013.12.039,2014
10.1016/j.poly.2013.12.042,2014
10.1016/j.poly.2014.02.012,2014
10.1016/j.poly.2014.02.035,2014
10.1016/j.poly.2014.03.027,2014
10.1016/j.poly.2014.04.029,2014
10.1016/j.poly.2014.04.036,2014
10.1016/j.poly.2014.04.042,2014
10.1016/j.poly.2014.04.057,2014
10.1016/j.poly.2014.04.063,2014
10.1016/j.poly.2014.05.020,2014
10.1016/j.poly.2014.05.033,2014
10.1016/j.poly.2014.05.044,2014
10.1016/j.poly.2014.05.063,2014
10.1016/j.poly.2014.06.018,2014
10.1016/j.poly.2014.06.024,2014
10.1016/j.poly.2014.07.004,2014
10.1016/j.poly.2014.07.042,2014
10.1016/j.poly.2014.08.020,2015
10.1016/j.poly.2014.08.035,2015
10.1016/j.poly.2014.08.053,2015
10.1016/j.poly.2014.09.021,2015
10.1016/j.poly.2014.10.025,2015
10.1016/j.poly.2014.11.021,2015
10.1016/j.poly.2014.12.001,2015
10.1016/j.poly.2014.12.023,2015
10.1016/j.poly.2014.12.029,2015
10.1016/j.poly.2014.12.041,2015
10.1016/j.poly.2014.12.043,2015
10.1016/j.poly.2014.12.045,2015
10.1016/j.poly.2015.01.002,2015
10.1016/j.poly.2015.01.036,2015
10.1016/j.poly.2015.01.039,2015
10.1016/j.poly.2015.01.042,2015
10.1016/j.poly.2015.02.021,2015
10.1016/j.poly.2015.02.027,2015
10.1016/j.poly.2015.03.021,2015
10.1016/j.poly.2015.03.026,2015
10.1016/j.poly.2015.03.033,2015
10.1016/j.poly.2015.04.012,2015
10.1016/j.poly.2015.04.017,2015
10.1016/j.poly.2015.04.018,2015
10.1016/j.poly.2015.04.024,2015
10.1016/j.poly.2015.04.027,2015
10.1016/j.poly.2015.04.035,2015
10.1016/j.poly.2015.05.023,2015
10.1016/j.poly.2015.06.001,2015
10.1016/j.poly.2015.06.012,2015
10.1016/j.poly.2015.06.034,2015
10.1016/j.poly.2015.06.039,2015
10.1016/j.poly.2015.07.017,2015
10.1016/j.poly.2015.07.021,2015
10.1016/j.poly.2015.07.047,2015
10.1016/j.poly.2015.07.065,2015
10.1016/j.poly.2015.08.006,2015
10.1016/j.poly.2015.08.022,2016
10.1016/j.poly.2015.08.030,2015
10.1016/j.poly.2015.08.040,2015
10.1016/j.poly.2015.09.032,2015
10.1016/j.poly.2015.09.041,2015
10.1016/j.poly.2015.10.002,2015
10.1016/j.poly.2015.10.031,2015
10.1016/j.poly.2015.11.011,2015
10.1016/j.poly.2015.11.020,2016
10.1016/j.poly.2015.11.043,2016
10.1016/j.poly.2015.12.020,2016
10.1016/j.poly.2015.12.043,2016
10.1016/j.poly.2015.12.054,2016
10.1016/j.poly.2015.12.061,2016
10.1016/j.poly.2015.12.062,2016
10.1016/j.poly.2016.02.004,2016
10.1016/j.poly.2016.02.040,2016
10.1016/j.poly.2016.03.020,2016
10.1016/j.poly.2016.03.025,2016
10.1016/j.poly.2016.03.027,2016
10.1016/j.poly.2016.03.037,2016
10.1016/j.poly.2016.03.041,2016
10.1016/j.poly.2016.03.050,2016
10.1016/j.poly.2016.03.056,2016
10.1016/j.poly.2016.04.011,2016
10.1016/j.poly.2016.04.015,2016
10.1016/j.poly.2016.04.018,2016
10.1016/j.poly.2016.04.019,2016
10.1016/j.poly.2016.05.008,2016
10.1016/j.poly.2016.05.019,2016
10.1016/j.poly.2016.05.059,2016
10.1016/j.poly.2016.06.005,2016
10.1016/j.poly.2016.06.028,2016
10.1016/j.poly.2016.06.029,2016
10.1016/j.poly.2016.06.034,2016
10.1016/j.poly.2016.06.039,2016
10.1016/j.poly.2016.06.043,2016
10.1016/j.poly.2016.06.046,2016
10.1016/j.poly.2016.06.053,2016
10.1016/j.poly.2016.07.006,2016
10.1016/j.poly.2016.07.026,2016
10.1016/j.poly.2016.07.034,2016
10.1016/j.poly.2016.08.003,2017
10.1016/j.poly.2016.08.005,2016
10.1016/j.poly.2016.08.030,2016
10.1016/j.poly.2016.08.039,2016
10.1016/j.poly.2016.08.044,2016
10.1016/j.poly.2016.09.004,2016
10.1016/j.poly.2016.09.009,2016
10.1016/j.poly.2016.09.053,2017
10.1016/j.poly.2016.10.050,2017
10.1016/j.poly.2016.11.025,2017
10.1016/j.poly.2016.12.022,2017
10.1016/j.poly.2016.12.027,2017
10.1016/j.poly.2017.01.005,2017
10.1016/j.poly.2017.01.010,2017
10.1016/j.poly.2017.01.015,2017
10.1016/j.poly.2017.01.017,2017
10.1016/j.poly.2017.01.025,2017
10.1016/j.poly.2017.01.027,2017
10.1016/j.poly.2017.01.038,2017
10.1016/j.poly.2017.01.045,2017
10.1016/j.poly.2017.01.060,2017
10.1016/j.poly.2017.03.013,2017
10.1016/j.poly.2017.03.023,2017
10.1016/j.poly.2017.03.041,2017
10.1016/j.poly.2017.03.042,2017
10.1016/j.poly.2017.03.063,2017
10.1016/j.poly.2017.04.009,2017
10.1016/j.poly.2017.04.011,2017
10.1016/j.poly.2017.04.012,2017
10.1016/j.poly.2017.04.017,2017
10.1016/j.poly.2017.05.010,2017
10.1016/j.poly.2017.05.014,2017
10.1016/j.poly.2017.05.018,2017
10.1016/j.poly.2017.05.022,2017
10.1016/j.poly.2017.05.027,2017
10.1016/j.poly.2017.05.041,2017
10.1016/j.poly.2017.05.061,2017
10.1016/j.poly.2017.06.042,2017
10.1016/j.poly.2017.06.052,2017
10.1016/j.poly.2017.07.002,2017
10.1016/j.poly.2017.08.004,2017
10.1016/j.poly.2017.08.028,2017
10.1016/j.poly.2017.08.030,2017
10.1016/j.poly.2017.08.035,2017
10.1016/j.poly.2017.09.015,2017
10.1016/j.poly.2017.09.049,2018
10.1016/j.poly.2017.09.051,2018
10.1016/j.poly.2017.09.052,2018
10.1016/j.poly.2017.10.028,2018
10.1016/j.poly.2017.11.006,2018
10.1016/j.poly.2017.11.011,2018
10.1016/j.poly.2017.11.023,2018
10.1016/j.poly.2017.11.037,2018
10.1016/j.poly.2017.12.020,2018
10.1016/j.poly.2017.12.024,2018
10.1016/j.poly.2017.12.028,2018
10.1016/j.poly.2017.12.029,2018
10.1016/j.poly.2017.12.032,2018
10.1016/j.poly.2018.01.027,2018
10.1016/j.poly.2018.01.030,2018
10.1016/j.poly.2018.02.004,2018
10.1016/j.poly.2018.02.007,2018
10.1016/j.poly.2018.02.014,2018
10.1016/j.poly.2018.02.021,2018
10.1016/j.poly.2018.02.023,2018
10.1016/j.poly.2018.02.031,2018
10.1016/j.poly.2018.03.001,2018
10.1016/j.poly.2018.04.016,2018
10.1016/j.poly.2018.04.021,2018
10.1016/j.poly.2018.04.031,2018
10.1016/j.poly.2018.04.041,2018
10.1016/j.poly.2018.05.009,2018
10.1016/j.poly.2018.05.017,2018
10.1016/j.poly.2018.05.018,2018
10.1016/j.poly.2018.05.033,2018
10.1016/j.poly.2018.05.046,2018
10.1016/j.poly.2018.06.005,2018
10.1016/j.poly.2018.06.007,2018
10.1016/j.poly.2018.06.025,2018
10.1016/j.poly.2018.06.028,2018
10.1016/j.poly.2018.06.041,2018
10.1016/j.poly.2018.06.045,2018
10.1016/j.poly.2018.07.001,2018
10.1016/j.poly.2018.07.021,2018
10.1016/j.poly.2018.07.022,2018
10.1016/j.poly.2018.07.026,2018
10.1016/j.poly.2018.07.048,2018
10.1016/j.poly.2018.08.002,2018
10.1016/j.poly.2018.08.006,2018
10.1016/j.poly.2018.08.025,2018
10.1016/j.poly.2018.08.031,2018
10.1016/j.poly.2018.08.038,2018
10.1016/j.poly.2018.08.047,2018
10.1016/j.poly.2018.08.065,2018
10.1016/j.poly.2018.08.073,2018
10.1016/j.poly.2018.09.002,2018
10.1016/j.poly.2018.09.012,2018
10.1016/j.poly.2018.09.013,2018
10.1016/j.poly.2018.09.022,2018
10.1016/j.poly.2018.09.028,2018
10.1016/j.poly.2018.09.029,2018
10.1016/j.poly.2018.09.033,2018
10.1016/j.poly.2018.09.054,2019
10.1016/j.poly.2018.09.064,2019
10.1016/j.poly.2018.10.001,2019
10.1016/j.poly.2018.10.004,2019
10.1016/j.poly.2018.10.037,2019
10.1016/j.poly.2018.10.050,2019
10.1016/j.poly.2018.10.051,2019
10.1016/j.poly.2018.10.067,2019
10.1016/j.poly.2018.11.010,2019
10.1016/j.poly.2018.11.018,2019
10.1016/j.poly.2018.11.029,2019
10.1016/j.poly.2018.11.036,2019
10.1016/j.poly.2018.11.039,2019
10.1016/j.poly.2018.11.041,2019
10.1016/j.poly.2018.11.043,2019
10.1016/j.poly.2018.11.051,2019
10.1016/j.poly.2018.11.062,2019
10.1016/j.poly.2018.12.002,2019
10.1016/j.poly.2018.12.029,2019
10.1016/j.poly.2018.12.030,2019
10.1016/j.poly.2018.12.051,2019
10.1016/j.poly.2019.01.024,2019
10.1016/j.poly.2019.01.026,2019
10.1016/j.poly.2019.01.039,2019
10.1016/j.poly.2019.01.045,2019
10.1016/j.poly.2019.01.064,2019
10.1016/j.poly.2019.01.066,2019
10.1016/j.poly.2019.01.067,2019
10.1016/j.poly.2019.02.006,2019
10.1016/j.poly.2019.02.021,2019
10.1016/j.poly.2019.02.036,2019
10.1016/j.poly.2019.02.048,2019
10.1016/j.poly.2019.03.009,2019
10.1016/j.poly.2019.03.012,2019
