DOI,Classification
10.1021/acs.cgd.7b01256,Chemical synthesis
10.1021/acs.cgd.7b01319,Crystal engineering
10.1021/acs.cgd.7b01402,Chemical synthesis
10.1021/acs.cgd.7b01574,Functional materials
10.1021/acs.cgd.7b01581,Crystal engineering
10.1021/acs.cgd.7b01616,Functional materials
10.1021/acs.cgd.7b01689,Crystal engineering
10.1021/acs.cgd.7b01749,Functional materials
10.1021/acs.cgd.8b00002,Crystal engineering
10.1021/acs.cgd.8b00016,Functional materials
10.1021/acs.cgd.8b00045,Chemical synthesis
10.1021/acs.cgd.8b00174,Crystal engineering
10.1021/acs.cgd.8b00196,Crystal engineering
10.1021/acs.cgd.8b00225,Functional materials
10.1021/acs.cgd.8b00349,Chemical synthesis
10.1021/acs.cgd.8b00385,Chemical synthesis
10.1021/acs.cgd.8b00439,Crystal engineering
10.1021/acs.cgd.8b00442,Chemical synthesis
10.1021/acs.cgd.8b00528,Chemical synthesis
10.1021/acs.cgd.8b00575,Functional materials
10.1021/acs.cgd.8b00590,Crystal engineering
10.1021/acs.cgd.8b00664,Functional materials
10.1021/acs.cgd.8b00819,Functional materials
10.1021/acs.cgd.8b00854,Functional materials
10.1021/acs.cgd.8b00898,Chemical synthesis
10.1021/acs.cgd.8b00960,Crystal engineering
10.1021/acs.cgd.8b01077,Functional materials
10.1021/acs.cgd.8b01113,Chemical synthesis
10.1021/acs.cgd.8b01145,Chemical synthesis
10.1021/acs.cgd.8b01199,Crystal engineering
10.1021/acs.cgd.8b01212,Chemical synthesis
10.1021/acs.cgd.8b01258,Chemical synthesis
10.1021/acs.cgd.8b01311,Crystal engineering
10.1021/acs.cgd.8b01347,Crystal engineering
10.1021/acs.cgd.8b01373,Functional materials
10.1021/acs.cgd.8b01433,Functional materials
10.1021/acs.cgd.8b01442,Crystal engineering
10.1021/acs.cgd.8b01462,Functional materials
10.1021/acs.cgd.8b01527,Functional materials
10.1021/acs.cgd.8b01547,Functional materials
10.1021/acs.cgd.8b01564,Functional materials
10.1021/acs.cgd.8b01566,Crystal engineering
10.1021/acs.cgd.8b01588,Crystal engineering
10.1021/acs.cgd.8b01589,Functional materials
10.1021/acs.cgd.8b01606,Functional materials
10.1021/acs.cgd.8b01657,Crystal engineering
10.1021/acs.cgd.8b01695,Chemical synthesis
10.1021/acs.cgd.8b01724,Functional materials
10.1021/acs.cgd.8b01725,Crystal engineering
10.1021/acs.cgd.8b01779,Functional materials
10.1021/acs.cgd.8b01810,Functional materials
10.1021/acs.cgd.8b01848,Crystal engineering
10.1021/acs.cgd.9b00010,Chemical synthesis
10.1021/acs.cgd.9b00038,Functional materials
10.1021/acs.cgd.9b00054,Functional materials
10.1021/acs.cgd.9b00170,Functional materials
10.1021/acs.cgd.9b00192,Chemical synthesis
10.1021/acs.cgd.9b00233,Crystal engineering
10.1021/acs.cgd.9b00235,Crystal engineering
10.1021/acs.cgd.9b00237,Chemical synthesis
10.1021/acs.cgd.9b00241,Crystal engineering
10.1021/acs.cgd.9b00293,Functional materials
10.1021/acs.cgd.9b00306,Functional materials
10.1021/acs.cgd.9b00319,Functional materials
10.1021/acs.cgd.9b00426,Functional materials
10.1021/acs.cgd.9b00452,Crystal engineering
10.1021/acs.cgd.9b00477,Functional materials
10.1021/acs.cgd.9b00508,Chemical synthesis
10.1021/acs.cgd.9b00602,Functional materials
10.1021/acs.cgd.9b00611,Crystal engineering
10.1021/acs.cgd.9b00734,Crystal engineering
10.1021/acs.cgd.9b00759,Crystal engineering
10.1021/acs.cgd.9b00800,Crystal engineering
10.1021/acs.cgd.9b00816,Functional materials
10.1021/acs.cgd.9b00824,Functional materials
10.1021/acs.cgd.9b00838,Crystal engineering
10.1021/acs.cgd.9b00840,Crystal engineering
10.1021/acs.cgd.9b00891,Functional materials
10.1021/acs.cgd.9b00894,Crystal engineering
10.1021/acs.cgd.9b00916,Crystal engineering
10.1021/acs.cgd.9b01014,Functional materials
10.1021/acs.cgd.9b01098,Functional materials
10.1021/acs.cgd.9b01192,Functional materials
10.1021/acs.cgd.9b01301,Crystal engineering
10.1021/acs.cgd.9b01340,Crystal engineering
10.1021/acs.cgd.9b01369,Functional materials
10.1021/acs.cgd.9b01384,Chemical synthesis
10.1021/acs.cgd.9b01442,Crystal engineering
10.1021/acs.cgd.9b01471,Chemical synthesis
10.1021/acs.cgd.9b01477,Crystal engineering
10.1021/acs.cgd.9b01545,Functional materials
10.1021/acs.cgd.9b01590,Chemical synthesis
10.1021/acs.cgd.9b01697,Chemical synthesis
10.1021/acs.chemmater.0c00183,Functional materials
10.1021/acs.chemmater.0c00634,Chemical synthesis
10.1021/acs.chemmater.0c00851,Crystal engineering
10.1021/acs.chemmater.0c00894,Crystal engineering
10.1021/acs.chemmater.0c01065,Functional materials
10.1021/acs.chemmater.0c01267,Chemical synthesis
10.1021/acs.chemmater.0c01726,Chemical synthesis
10.1021/acs.chemmater.0c01737,Theory & modeling
10.1021/acs.chemmater.0c02123,Theory & modeling
10.1021/acs.chemmater.0c02535,Crystal engineering
10.1021/acs.chemmater.0c02871,Functional materials
10.1021/acs.chemmater.0c02889,Chemical synthesis
10.1021/acs.chemmater.0c03132,Functional materials
10.1021/acs.chemmater.0c03212,Chemical synthesis
10.1021/acs.chemmater.0c03539,Crystal engineering
10.1021/acs.chemmater.0c03718,Crystal engineering
10.1021/acs.chemmater.0c04675,Functional materials
10.1021/acs.chemmater.1c00455,Functional materials
10.1021/acs.chemmater.1c00743,Functional materials
10.1021/acs.chemmater.1c00917,Crystal engineering
10.1021/acs.chemmater.1c01139,Functional materials
10.1021/acs.chemmater.1c01521,Theory & modeling
10.1021/acs.chemmater.1c02174,Functional materials
10.1021/acs.chemmater.1c02411,Chemical synthesis
10.1021/acs.chemmater.1c02451,Chemical synthesis
10.1021/acs.chemmater.1c02476,Theory & modeling
10.1021/acs.chemmater.1c04132,Chemical synthesis
10.1021/acs.chemmater.2c00111,Functional materials
10.1021/acs.chemmater.2c00241,Crystal engineering
10.1021/acs.chemmater.2c00242,Functional materials
10.1021/acs.chemmater.2c00654,Functional materials
10.1021/acs.chemmater.2c00780,Functional materials
10.1021/acs.chemmater.2c00846,Functional materials
10.1021/acs.chemmater.2c01073,Functional materials
10.1021/acs.chemmater.2c01481,Crystal engineering
10.1021/acs.chemmater.2c01525,Functional materials
10.1021/acs.chemmater.2c01736,Functional materials
10.1021/acs.chemmater.2c02946,Chemical synthesis
10.1021/acs.chemmater.2c03018,Functional materials
10.1021/acs.chemmater.2c03252,Crystal engineering
10.1021/acs.chemmater.2c03744,Functional materials
10.1021/acs.chemmater.3c00215,Theory & modeling
10.1021/acs.chemmater.3c00350,Functional materials
10.1021/acs.chemmater.3c00694,Crystal engineering
10.1021/acs.chemmater.3c00741,Functional materials
10.1021/acs.chemmater.3c00788,Crystal engineering
10.1021/acs.chemmater.3c00829,Functional materials
10.1021/acs.chemmater.3c01112,Functional materials
10.1021/acs.chemmater.3c01389,Crystal engineering
10.1021/acs.chemmater.3c01495,Functional materials
10.1021/acs.chemmater.3c01840,Functional materials
10.1021/acs.chemmater.3c02049,Crystal engineering
10.1021/acs.chemmater.3c02121,Functional materials
10.1021/acs.chemmater.3c02460,Crystal engineering
10.1021/acs.chemmater.3c02546,Crystal engineering
10.1021/acs.chemmater.3c02775,Chemical synthesis
10.1021/acs.chemmater.3c03026,Functional materials
10.1021/acs.chemmater.3c03058,Functional materials
10.1021/acs.chemmater.3c03065,Functional materials
10.1021/acs.chemmater.3c03180,Theory & modeling
10.1021/acs.chemmater.3c03269,Chemical synthesis
10.1021/acs.chemmater.4c00500,Chemical synthesis
10.1021/acs.chemmater.4c00769,Functional materials
10.1021/acs.chemmater.4c00879,Crystal engineering
10.1021/acs.chemmater.4c00963,Functional materials
10.1021/acs.chemmater.4c01069,Theory & modeling
10.1021/acs.chemmater.4c01794,Crystal engineering
10.1021/acs.chemmater.4c01795,Functional materials
10.1021/acs.chemmater.4c02040,Functional materials
10.1021/acs.chemmater.4c02796,Chemical synthesis
10.1021/acs.chemmater.4c02816,Chemical synthesis
10.1021/acs.chemmater.4c03221,Functional materials
10.1021/acs.chemmater.5b00246,Functional materials
10.1021/acs.chemmater.5b00614,Crystal engineering
10.1021/acs.chemmater.5b01140,Functional materials
10.1021/acs.chemmater.5b03458,Functional materials
10.1021/acs.chemmater.5b03723,Crystal engineering
10.1021/acs.chemmater.5b04306,Crystal engineering
10.1021/acs.chemmater.5b04575,Chemical synthesis
10.1021/acs.chemmater.6b00139,Chemical synthesis
10.1021/acs.chemmater.6b00249,Functional materials
10.1021/acs.chemmater.6b00494,Functional materials
10.1021/acs.chemmater.6b00602,Chemical synthesis
10.1021/acs.chemmater.6b01087,Crystal engineering
10.1021/acs.chemmater.6b02239,Functional materials
10.1021/acs.chemmater.6b02499,Functional materials
10.1021/acs.chemmater.6b02511,Functional materials
10.1021/acs.chemmater.6b02817,Crystal engineering
10.1021/acs.chemmater.6b03880,Functional materials
10.1021/acs.chemmater.6b05115,Chemical synthesis
10.1021/acs.chemmater.7b00949,Functional materials
10.1021/acs.chemmater.7b01636,Functional materials
10.1021/acs.chemmater.7b01677,Crystal engineering
10.1021/acs.chemmater.7b01850,Theory & modeling
10.1021/acs.chemmater.7b02042,Chemical synthesis
10.1021/acs.chemmater.7b03096,Chemical synthesis
10.1021/acs.chemmater.7b03203,Functional materials
10.1021/acs.chemmater.7b04713,Functional materials
10.1021/acs.chemmater.8b00614,Functional materials
10.1021/acs.chemmater.8b00765,Chemical synthesis
10.1021/acs.chemmater.8b00843,Theory & modeling
10.1021/acs.chemmater.8b01073,Functional materials
10.1021/acs.chemmater.8b01164,Functional materials
10.1021/acs.chemmater.8b01394,Crystal engineering
10.1021/acs.chemmater.8b01891,Chemical synthesis
10.1021/acs.chemmater.8b02257,Functional materials
10.1021/acs.chemmater.8b02884,Chemical synthesis
10.1021/acs.chemmater.8b03341,Chemical synthesis
10.1021/acs.chemmater.8b03881,Chemical synthesis
10.1021/acs.chemmater.8b04734,Chemical synthesis
10.1021/acs.chemmater.8b05365,Functional materials
10.1021/acs.chemmater.9b00617,Chemical synthesis
10.1021/acs.chemmater.9b01068,Chemical synthesis
10.1021/acs.chemmater.9b01383,Functional materials
10.1021/acs.chemmater.9b01908,Functional materials
10.1021/acs.chemmater.9b02322,Functional materials
10.1021/acs.chemmater.9b02375,Chemical synthesis
10.1021/acs.chemmater.9b02462,Functional materials
10.1021/acs.chemmater.9b02868,Functional materials
10.1021/acs.chemmater.9b03453,Functional materials
10.1021/acs.chemmater.9b03662,Chemical synthesis
10.1021/acs.chemmater.9b03807,Chemical synthesis
10.1021/acs.chemmater.9b04177,Functional materials
10.1021/acs.chemmater.9b04414,Theory & modeling
10.1021/acs.inorgchem.0c00225,Crystal engineering
10.1021/acs.inorgchem.0c00389,Functional materials
10.1021/acs.inorgchem.0c00580,Functional materials
10.1021/acs.inorgchem.0c00596,Crystal engineering
10.1021/acs.inorgchem.0c00627,Crystal engineering
10.1021/acs.inorgchem.0c00678,Functional materials
10.1021/acs.inorgchem.0c00752,Functional materials
10.1021/acs.inorgchem.0c00875,Functional materials
10.1021/acs.inorgchem.0c00915,Theory & modeling
10.1021/acs.inorgchem.0c00987,Functional materials
10.1021/acs.inorgchem.0c00991,Crystal engineering
10.1021/acs.inorgchem.0c01051,Chemical synthesis
10.1021/acs.inorgchem.0c01124,Crystal engineering
10.1021/acs.inorgchem.0c01178,Functional materials
10.1021/acs.inorgchem.0c01427,Crystal engineering
10.1021/acs.inorgchem.0c01533,Crystal engineering
10.1021/acs.inorgchem.0c01646,Crystal engineering
10.1021/acs.inorgchem.0c01710,Crystal engineering
10.1021/acs.inorgchem.0c01912,Functional materials
10.1021/acs.inorgchem.0c02050,Functional materials
10.1021/acs.inorgchem.0c02105,Chemical synthesis
10.1021/acs.inorgchem.0c02221,Chemical synthesis
10.1021/acs.inorgchem.0c02297,Functional materials
10.1021/acs.inorgchem.0c02358,Chemical synthesis
10.1021/acs.inorgchem.0c02669,Functional materials
10.1021/acs.inorgchem.0c02674,Functional materials
10.1021/acs.inorgchem.0c02877,Functional materials
10.1021/acs.inorgchem.0c02959,Chemical synthesis
10.1021/acs.inorgchem.0c03156,Functional materials
10.1021/acs.inorgchem.0c03206,Functional materials
10.1021/acs.inorgchem.0c03296,Functional materials
10.1021/acs.inorgchem.0c03301,Functional materials
10.1021/acs.inorgchem.0c03364,Functional materials
10.1021/acs.inorgchem.0c03417,Functional materials
10.1021/acs.inorgchem.0c03575,Chemical synthesis
10.1021/acs.inorgchem.0c03586,Functional materials
10.1021/acs.inorgchem.0c03598,Chemical synthesis
10.1021/acs.inorgchem.0c03688,Functional materials
10.1021/acs.inorgchem.0c03738,Functional materials
10.1021/acs.inorgchem.0c03742,Functional materials
10.1021/acs.inorgchem.0c03751,Functional materials
10.1021/acs.inorgchem.1c00017,Functional materials
10.1021/acs.inorgchem.1c00053,Functional materials
10.1021/acs.inorgchem.1c00084,Functional materials
10.1021/acs.inorgchem.1c00162,Chemical synthesis
10.1021/acs.inorgchem.1c00408,Functional materials
10.1021/acs.inorgchem.1c00497,Chemical synthesis
10.1021/acs.inorgchem.1c00504,Functional materials
10.1021/acs.inorgchem.1c00589,Functional materials
10.1021/acs.inorgchem.1c00636,Functional materials
10.1021/acs.inorgchem.1c00642,Chemical synthesis
10.1021/acs.inorgchem.1c00862,Chemical synthesis
10.1021/acs.inorgchem.1c00941,Chemical synthesis
10.1021/acs.inorgchem.1c00981,Functional materials
10.1021/acs.inorgchem.1c01026,Crystal engineering
10.1021/acs.inorgchem.1c01226,Functional materials
10.1021/acs.inorgchem.1c01229,Functional materials
10.1021/acs.inorgchem.1c01240,Functional materials
10.1021/acs.inorgchem.1c01310,Chemical synthesis
10.1021/acs.inorgchem.1c01466,Crystal engineering
10.1021/acs.inorgchem.1c01540,Functional materials
10.1021/acs.inorgchem.1c01738,Functional materials
10.1021/acs.inorgchem.1c01826,Functional materials
10.1021/acs.inorgchem.1c01839,Chemical synthesis
10.1021/acs.inorgchem.1c02017,Chemical synthesis
10.1021/acs.inorgchem.1c02070,Functional materials
10.1021/acs.inorgchem.1c02078,Theory & modeling
10.1021/acs.inorgchem.1c02082,Crystal engineering
10.1021/acs.inorgchem.1c02100,Functional materials
10.1021/acs.inorgchem.1c02277,Functional materials
10.1021/acs.inorgchem.1c02455,Functional materials
10.1021/acs.inorgchem.1c02468,Crystal engineering
10.1021/acs.inorgchem.1c02704,Chemical synthesis
10.1021/acs.inorgchem.1c02850,Chemical synthesis
10.1021/acs.inorgchem.1c02910,Functional materials
10.1021/acs.inorgchem.1c03040,Functional materials
10.1021/acs.inorgchem.1c03044,Functional materials
10.1021/acs.inorgchem.1c03148,Crystal engineering
10.1021/acs.inorgchem.1c03199,Functional materials
10.1021/acs.inorgchem.1c03231,Functional materials
10.1021/acs.inorgchem.1c03246,Functional materials
10.1021/acs.inorgchem.1c03284,Functional materials
10.1021/acs.inorgchem.1c03340,Functional materials
10.1021/acs.inorgchem.1c03359,Theory & modeling
10.1021/acs.inorgchem.1c03412,Functional materials
10.1021/acs.inorgchem.1c03414,Functional materials
10.1021/acs.inorgchem.1c03466,Crystal engineering
10.1021/acs.inorgchem.1c03654,Crystal engineering
10.1021/acs.inorgchem.1c03679,Functional materials
10.1021/acs.inorgchem.1c03818,Chemical synthesis
10.1021/acs.inorgchem.1c03935,Functional materials
10.1021/acs.inorgchem.1c03988,Crystal engineering
10.1021/acs.inorgchem.1c04027,Functional materials
10.1021/acs.inorgchem.1c04033,Functional materials
10.1021/acs.inorgchem.2c00014,Functional materials
10.1021/acs.inorgchem.2c00036,Functional materials
10.1021/acs.inorgchem.2c00139,Chemical synthesis
10.1021/acs.inorgchem.2c00223,Chemical synthesis
10.1021/acs.inorgchem.2c00270,Functional materials
10.1021/acs.inorgchem.2c00287,Functional materials
10.1021/acs.inorgchem.2c00308,Functional materials
10.1021/acs.inorgchem.2c00342,Crystal engineering
10.1021/acs.inorgchem.2c00367,Crystal engineering
10.1021/acs.inorgchem.2c00427,Crystal engineering
10.1021/acs.inorgchem.2c00452,Chemical synthesis
10.1021/acs.inorgchem.2c00497,Functional materials
10.1021/acs.inorgchem.2c00608,Crystal engineering
10.1021/acs.inorgchem.2c00628,Chemical synthesis
10.1021/acs.inorgchem.2c00650,Functional materials
10.1021/acs.inorgchem.2c00660,Crystal engineering
10.1021/acs.inorgchem.2c00756,Crystal engineering
10.1021/acs.inorgchem.2c00819,Functional materials
10.1021/acs.inorgchem.2c00825,Crystal engineering
10.1021/acs.inorgchem.2c00853,Crystal engineering
10.1021/acs.inorgchem.2c00858,Functional materials
10.1021/acs.inorgchem.2c00941,Functional materials
10.1021/acs.inorgchem.2c01023,Functional materials
10.1021/acs.inorgchem.2c01128,Functional materials
10.1021/acs.inorgchem.2c01171,Theory & modeling
10.1021/acs.inorgchem.2c01294,Crystal engineering
10.1021/acs.inorgchem.2c01323,Functional materials
10.1021/acs.inorgchem.2c01398,Functional materials
10.1021/acs.inorgchem.2c01488,Crystal engineering
10.1021/acs.inorgchem.2c01517,Functional materials
10.1021/acs.inorgchem.2c01579,Functional materials
10.1021/acs.inorgchem.2c01594,Functional materials
10.1021/acs.inorgchem.2c01619,Functional materials
10.1021/acs.inorgchem.2c01643,Chemical synthesis
10.1021/acs.inorgchem.2c01793,Functional materials
10.1021/acs.inorgchem.2c01846,Functional materials
10.1021/acs.inorgchem.2c01893,Functional materials
10.1021/acs.inorgchem.2c01936,Crystal engineering
10.1021/acs.inorgchem.2c01988,Functional materials
10.1021/acs.inorgchem.2c02023,Functional materials
10.1021/acs.inorgchem.2c02072,Functional materials
10.1021/acs.inorgchem.2c02215,Functional materials
10.1021/acs.inorgchem.2c02345,Crystal engineering
10.1021/acs.inorgchem.2c02363,Functional materials
10.1021/acs.inorgchem.2c02454,Crystal engineering
10.1021/acs.inorgchem.2c02490,Functional materials
10.1021/acs.inorgchem.2c02542,Functional materials
10.1021/acs.inorgchem.2c02547,Functional materials
10.1021/acs.inorgchem.2c02615,Functional materials
10.1021/acs.inorgchem.2c02661,Crystal engineering
10.1021/acs.inorgchem.2c02733,Functional materials
10.1021/acs.inorgchem.2c02842,Functional materials
10.1021/acs.inorgchem.2c03027,Functional materials
10.1021/acs.inorgchem.2c03078,Functional materials
10.1021/acs.inorgchem.2c03110,Chemical synthesis
10.1021/acs.inorgchem.2c03138,Functional materials
10.1021/acs.inorgchem.2c03152,Functional materials
10.1021/acs.inorgchem.2c03336,Functional materials
10.1021/acs.inorgchem.2c03369,Functional materials
10.1021/acs.inorgchem.2c03436,Functional materials
10.1021/acs.inorgchem.2c03472,Functional materials
10.1021/acs.inorgchem.2c03679,Functional materials
10.1021/acs.inorgchem.2c03681,Theory & modeling
10.1021/acs.inorgchem.2c03872,Functional materials
10.1021/acs.inorgchem.2c04053,Functional materials
10.1021/acs.inorgchem.2c04060,Functional materials
10.1021/acs.inorgchem.2c04136,Functional materials
