DOI,Publisher,DOI Link,Classification
10.1039/c4ce00219a,publisher_R,https://doi.org/10.1039/c4ce00219a,Chemical synthesis
10.1021/ic402803s,publisher_A,https://doi.org/10.1021/ic402803s,Functional materials
10.1002/zaac.200800047,publisher_W,https://doi.org/10.1002/zaac.200800047,Crystal engineering
10.1021/ic050999x,publisher_A,https://doi.org/10.1021/ic050999x,Crystal engineering
10.1021/acs.cgd.5b00327,publisher_A,https://doi.org/10.1021/acs.cgd.5b00327,Crystal engineering
10.1039/c0ce00764a,publisher_R,https://doi.org/10.1039/c0ce00764a,Crystal engineering
10.1039/c1ce05749a,publisher_R,https://doi.org/10.1039/c1ce05749a,Crystal engineering
10.1039/c0ce00908c,publisher_R,https://doi.org/10.1039/c0ce00908c,Crystal engineering
10.1002/asia.201300548,publisher_W,https://doi.org/10.1002/asia.201300548,Functional materials
10.1021/cg701041k,publisher_A,https://doi.org/10.1021/cg701041k,Crystal engineering
10.1039/b811498f,publisher_R,https://doi.org/10.1039/b811498f,Crystal engineering
10.1002/anie.202405333,publisher_W,https://doi.org/10.1002/anie.202405333,Functional materials
10.1021/acs.inorgchem.4c01565,publisher_A,https://doi.org/10.1021/acs.inorgchem.4c01565,Functional materials
10.1021/acs.inorgchem.8b03210,publisher_A,https://doi.org/10.1021/acs.inorgchem.8b03210,Crystal engineering
10.1039/c9ce00129h,publisher_R,https://doi.org/10.1039/c9ce00129h,Crystal engineering
10.1002/zaac.200800406,publisher_W,https://doi.org/10.1002/zaac.200800406,Crystal engineering
10.1021/jacs.5c03704,publisher_A,https://doi.org/10.1021/jacs.5c03704,Functional materials
10.1039/b609733b,publisher_R,https://doi.org/10.1039/b609733b,Crystal engineering
10.1021/cg800769z,publisher_A,https://doi.org/10.1021/cg800769z,Crystal engineering
10.1039/d2dt01239a,publisher_R,https://doi.org/10.1039/d2dt01239a,Crystal engineering
10.1002/asia.201900391,publisher_W,https://doi.org/10.1002/asia.201900391,Chemical synthesis
10.1021/acsami.8b13356,publisher_A,https://doi.org/10.1021/acsami.8b13356,Functional materials
10.1039/c8dt01117f,publisher_R,https://doi.org/10.1039/c8dt01117f,Functional materials
10.1002/anie.202417658,publisher_W,https://doi.org/10.1002/anie.202417658,Functional materials
10.1039/d2cc00213b,publisher_R,https://doi.org/10.1039/d2cc00213b,Crystal engineering
10.1039/d0sc02515a,publisher_R,https://doi.org/10.1039/d0sc02515a,Crystal engineering
10.1039/c8dt04170a,publisher_R,https://doi.org/10.1039/c8dt04170a,Functional materials
10.1021/acs.inorgchem.2c01846,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c01846,Functional materials
10.1021/acs.inorgchem.3c02597,publisher_A,https://doi.org/10.1021/acs.inorgchem.3c02597,Functional materials
10.1002/adma.202414362,publisher_W,https://doi.org/10.1002/adma.202414362,Functional materials
10.1039/c5ce02520f,publisher_R,https://doi.org/10.1039/c5ce02520f,Functional materials
10.1039/c0ce00687d,publisher_R,https://doi.org/10.1039/c0ce00687d,Functional materials
10.1039/c6qi00137h,publisher_R,https://doi.org/10.1039/c6qi00137h,Functional materials
10.1039/d3cp01063e,publisher_R,https://doi.org/10.1039/d3cp01063e,Functional materials
10.1039/d2cc03285f,publisher_R,https://doi.org/10.1039/d2cc03285f,Crystal engineering
10.1021/acsami.6b10098,publisher_A,https://doi.org/10.1021/acsami.6b10098,Functional materials
10.1021/acs.inorgchem.5b02257,publisher_A,https://doi.org/10.1021/acs.inorgchem.5b02257,Functional materials
10.1002/adma.201802497,publisher_W,https://doi.org/10.1002/adma.201802497,Chemical synthesis
10.1007/s10853-018-2793-3,publisher_S,https://doi.org/10.1007/s10853-018-2793-3,Chemical synthesis
10.1039/c9ce01676g,publisher_R,https://doi.org/10.1039/c9ce01676g,Chemical synthesis
10.1021/acs.inorgchem.2c00608,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c00608,Crystal engineering
10.1039/d2ta08934c,publisher_R,https://doi.org/10.1039/d2ta08934c,Functional materials
10.1021/acsami.3c15669,publisher_A,https://doi.org/10.1021/acsami.3c15669,Functional materials
10.1021/acsanm.8b01083,publisher_A,https://doi.org/10.1021/acsanm.8b01083,Functional materials
10.1002/slct.201601513,publisher_W,https://doi.org/10.1002/slct.201601513,Chemical synthesis
10.1039/d2nr01827f,publisher_R,https://doi.org/10.1039/d2nr01827f,Functional materials
10.1039/c9ta00311h,publisher_R,https://doi.org/10.1039/c9ta00311h,Functional materials
10.1002/cctc.202400119,publisher_W,https://doi.org/10.1002/cctc.202400119,Functional materials
10.1039/d2nr05229f,publisher_R,https://doi.org/10.1039/d2nr05229f,Functional materials
10.1039/d4dt01251h,publisher_R,https://doi.org/10.1039/d4dt01251h,Functional materials
10.1039/d0sc01408g,publisher_R,https://doi.org/10.1039/d0sc01408g,Functional materials
10.1002/chem.202200555,publisher_W,https://doi.org/10.1002/chem.202200555,Functional materials
10.1002/adfm.202410931,publisher_W,https://doi.org/10.1002/adfm.202410931,Functional materials
10.1039/b807676f,publisher_R,https://doi.org/10.1039/b807676f,Chemical synthesis
10.1002/chem.202101291,publisher_W,https://doi.org/10.1002/chem.202101291,Crystal engineering
10.1039/c9sc02576f,publisher_R,https://doi.org/10.1039/c9sc02576f,Chemical synthesis
10.1021/acscentsci.8b00722,publisher_A,https://doi.org/10.1021/acscentsci.8b00722,Functional materials
10.1021/acs.langmuir.2c00165,publisher_A,https://doi.org/10.1021/acs.langmuir.2c00165,Functional materials
10.1021/acs.chemmater.2c02946,publisher_A,https://doi.org/10.1021/acs.chemmater.2c02946,Chemical synthesis
10.1039/d3ce00881a,publisher_R,https://doi.org/10.1039/d3ce00881a,Crystal engineering
10.1021/acsomega.8b00903,publisher_A,https://doi.org/10.1021/acsomega.8b00903,Functional materials
10.1007/s10854-017-7118-9,publisher_S,https://doi.org/10.1007/s10854-017-7118-9,Chemical synthesis
10.1021/acs.cgd.7b01581,publisher_A,https://doi.org/10.1021/acs.cgd.7b01581,Crystal engineering
10.1039/c5ce01302j,publisher_R,https://doi.org/10.1039/c5ce01302j,Crystal engineering
10.1021/jacs.6b12847,publisher_A,https://doi.org/10.1021/jacs.6b12847,Functional materials
10.1002/pssa.202000437,publisher_W,https://doi.org/10.1002/pssa.202000437,Functional materials
10.1002/anie.202423939,publisher_W,https://doi.org/10.1002/anie.202423939,Crystal engineering
10.1021/jacs.2c13731,publisher_A,https://doi.org/10.1021/jacs.2c13731,Crystal engineering
10.1039/d1qm00904d,publisher_R,https://doi.org/10.1039/d1qm00904d,Functional materials
10.1039/d4sc03973d,publisher_R,https://doi.org/10.1039/d4sc03973d,Functional materials
10.1021/acs.jpca.0c01577,publisher_A,https://doi.org/10.1021/acs.jpca.0c01577,Functional materials
10.1039/b706177c,publisher_R,https://doi.org/10.1039/b706177c,Crystal engineering
10.1021/acs.cgd.7b00795,publisher_A,https://doi.org/10.1021/acs.cgd.7b00795,Crystal engineering
10.1021/cg300979c,publisher_A,https://doi.org/10.1021/cg300979c,Crystal engineering
10.1039/b901042d,publisher_R,https://doi.org/10.1039/b901042d,Crystal engineering
10.1039/c7dt03754f,publisher_R,https://doi.org/10.1039/c7dt03754f,Functional materials
10.1039/b800709h,publisher_R,https://doi.org/10.1039/b800709h,Crystal engineering
10.1039/b906105n,publisher_R,https://doi.org/10.1039/b906105n,Crystal engineering
10.1039/d2nj01490d,publisher_R,https://doi.org/10.1039/d2nj01490d,Functional materials
10.1021/acsnano.4c18266,publisher_A,https://doi.org/10.1021/acsnano.4c18266,Functional materials
10.1039/d2cc03575h,publisher_R,https://doi.org/10.1039/d2cc03575h,Crystal engineering
10.1021/ja404514r,publisher_A,https://doi.org/10.1021/ja404514r,Functional materials
10.1021/cg2008655,publisher_A,https://doi.org/10.1021/cg2008655,Crystal engineering
10.1021/acscatal.7b04189,publisher_A,https://doi.org/10.1021/acscatal.7b04189,Functional materials
10.1002/asia.201301244,publisher_W,https://doi.org/10.1002/asia.201301244,Crystal engineering
10.1021/cg9007119,publisher_A,https://doi.org/10.1021/cg9007119,Crystal engineering
10.1002/chem.201203093,publisher_W,https://doi.org/10.1002/chem.201203093,Functional materials
10.1039/c2ce26532j,publisher_R,https://doi.org/10.1039/c2ce26532j,Crystal engineering
10.1002/adfm.201503154,publisher_W,https://doi.org/10.1002/adfm.201503154,Functional materials
10.1021/acs.inorgchem.2c04447,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c04447,Crystal engineering
10.1039/c9cc02861g,publisher_R,https://doi.org/10.1039/c9cc02861g,Chemical synthesis
10.1039/c8cc04824j,publisher_R,https://doi.org/10.1039/c8cc04824j,Crystal engineering
10.1039/c9gc03561c,publisher_R,https://doi.org/10.1039/c9gc03561c,Functional materials
10.1039/d2qi00206j,publisher_R,https://doi.org/10.1039/d2qi00206j,Chemical synthesis
10.1007/s11172-020-2785-8,publisher_S,https://doi.org/10.1007/s11172-020-2785-8,Functional materials
10.1002/ejic.200800152,publisher_W,https://doi.org/10.1002/ejic.200800152,Functional materials
10.1021/cg100865v,publisher_A,https://doi.org/10.1021/cg100865v,Crystal engineering
10.1039/c6ra25156k,publisher_R,https://doi.org/10.1039/c6ra25156k,Crystal engineering
10.1021/acs.jchemed.6b00258,publisher_A,https://doi.org/10.1021/acs.jchemed.6b00258,Functional materials
10.1021/acsami.7b06041,publisher_A,https://doi.org/10.1021/acsami.7b06041,Crystal engineering
10.1021/acs.jchemed.9b00075,publisher_A,https://doi.org/10.1021/acs.jchemed.9b00075,Functional materials
10.1039/c4ce00181h,publisher_R,https://doi.org/10.1039/c4ce00181h,Crystal engineering
10.1039/d4dt00986j,publisher_R,https://doi.org/10.1039/d4dt00986j,Functional materials
10.1021/acsami.8b05192,publisher_A,https://doi.org/10.1021/acsami.8b05192,Functional materials
10.1021/acs.inorgchem.1c00053,publisher_A,https://doi.org/10.1021/acs.inorgchem.1c00053,Functional materials
10.1002/ejic.201200106,publisher_W,https://doi.org/10.1002/ejic.201200106,Crystal engineering
10.1021/ja4050828,publisher_A,https://doi.org/10.1021/ja4050828,Chemical synthesis
10.1039/c2ce25906k,publisher_R,https://doi.org/10.1039/c2ce25906k,Crystal engineering
10.1002/ejic.201600681,publisher_W,https://doi.org/10.1002/ejic.201600681,Crystal engineering
10.1021/cg700822y,publisher_A,https://doi.org/10.1021/cg700822y,Functional materials
10.1039/c3ce41000e,publisher_R,https://doi.org/10.1039/c3ce41000e,Crystal engineering
10.1002/ejoc.201700990,publisher_W,https://doi.org/10.1002/ejoc.201700990,Functional materials
10.1039/d2ce01146h,publisher_R,https://doi.org/10.1039/d2ce01146h,Functional materials
10.1039/b708104a,publisher_R,https://doi.org/10.1039/b708104a,Crystal engineering
10.1039/c5sc00614g,publisher_R,https://doi.org/10.1039/c5sc00614g,Chemical synthesis
10.1002/adma.202308427,publisher_W,https://doi.org/10.1002/adma.202308427,Crystal engineering
10.1021/acsami.5b11760,publisher_A,https://doi.org/10.1021/acsami.5b11760,Functional materials
10.1002/chem.201703126,publisher_W,https://doi.org/10.1002/chem.201703126,Crystal engineering
10.1021/acs.cgd.8b01199,publisher_A,https://doi.org/10.1021/acs.cgd.8b01199,Crystal engineering
10.1039/d2ra03131k,publisher_R,https://doi.org/10.1039/d2ra03131k,Crystal engineering
10.1039/d4sc04105d,publisher_R,https://doi.org/10.1039/d4sc04105d,Functional materials
10.1002/adfm.201600827,publisher_W,https://doi.org/10.1002/adfm.201600827,Functional materials
10.1002/adfm.202509095,publisher_W,https://doi.org/10.1002/adfm.202509095,Functional materials
10.1039/c9sc03080h,publisher_R,https://doi.org/10.1039/c9sc03080h,Chemical synthesis
10.1039/d4qi01368a,publisher_R,https://doi.org/10.1039/d4qi01368a,Chemical synthesis
10.1021/acsmaterialslett.3c00861,publisher_A,https://doi.org/10.1021/acsmaterialslett.3c00861,Functional materials
10.1021/acs.inorgchem.6b00296,publisher_A,https://doi.org/10.1021/acs.inorgchem.6b00296,Functional materials
10.1039/d0nj00476f,publisher_R,https://doi.org/10.1039/d0nj00476f,Crystal engineering
10.1002/chem.202303401,publisher_W,https://doi.org/10.1002/chem.202303401,Functional materials
10.1021/acs.analchem.9b04598,publisher_A,https://doi.org/10.1021/acs.analchem.9b04598,Functional materials
10.1039/c6dt01282e,publisher_R,https://doi.org/10.1039/c6dt01282e,Chemical synthesis
10.1021/ja500330a,publisher_A,https://doi.org/10.1021/ja500330a,Functional materials
10.1039/c8cc07709f,publisher_R,https://doi.org/10.1039/c8cc07709f,Chemical synthesis
10.1039/c5dt03955j,publisher_R,https://doi.org/10.1039/c5dt03955j,Functional materials
10.1002/jccs.201900170,publisher_W,https://doi.org/10.1002/jccs.201900170,Functional materials
10.1039/c6dt03632e,publisher_R,https://doi.org/10.1039/c6dt03632e,Functional materials
10.1021/jacs.1c11836,publisher_A,https://doi.org/10.1021/jacs.1c11836,Crystal engineering
10.1039/d3ta01574b,publisher_R,https://doi.org/10.1039/d3ta01574b,Crystal engineering
10.1039/c6cc06287c,publisher_R,https://doi.org/10.1039/c6cc06287c,Chemical synthesis
10.1021/acssuschemeng.8b03765,publisher_A,https://doi.org/10.1021/acssuschemeng.8b03765,Functional materials
10.1039/d3dt00380a,publisher_R,https://doi.org/10.1039/d3dt00380a,Functional materials
10.1002/zaac.202000063,publisher_W,https://doi.org/10.1002/zaac.202000063,Functional materials
10.1021/acsmaterialslett.0c00264,publisher_A,https://doi.org/10.1021/acsmaterialslett.0c00264,Functional materials
10.1039/c5ra04033g,publisher_R,https://doi.org/10.1039/c5ra04033g,Crystal engineering
10.1002/anie.202217864,publisher_W,https://doi.org/10.1002/anie.202217864,Functional materials
10.1021/acs.inorgchem.2c04483,publisher_A,https://doi.org/10.1021/acs.inorgchem.2c04483,Functional materials
10.1002/adma.202403328,publisher_W,https://doi.org/10.1002/adma.202403328,Functional materials
10.1021/acs.cgd.1c00606,publisher_A,https://doi.org/10.1021/acs.cgd.1c00606,Chemical synthesis
10.1021/acsami.9b16834,publisher_A,https://doi.org/10.1021/acsami.9b16834,Functional materials
10.1021/acsami.8b08562,publisher_A,https://doi.org/10.1021/acsami.8b08562,Crystal engineering
10.1021/acssuschemeng.1c07977,publisher_A,https://doi.org/10.1021/acssuschemeng.1c07977,Functional materials
10.1002/anie.201308589,publisher_W,https://doi.org/10.1002/anie.201308589,Chemical synthesis
10.1021/acsami.4c16851,publisher_A,https://doi.org/10.1021/acsami.4c16851,Functional materials
10.1002/adma.202211302,publisher_W,https://doi.org/10.1002/adma.202211302,Functional materials
10.1021/acs.cgd.9b00824,publisher_A,https://doi.org/10.1021/acs.cgd.9b00824,Functional materials
10.1039/c3ce41095a,publisher_R,https://doi.org/10.1039/c3ce41095a,Crystal engineering
10.1039/d2me00163b,publisher_R,https://doi.org/10.1039/d2me00163b,Chemical synthesis
10.1039/b817563b,publisher_R,https://doi.org/10.1039/b817563b,Functional materials
10.1021/jacs.6b11197,publisher_A,https://doi.org/10.1021/jacs.6b11197,Crystal engineering
10.1021/acsanm.0c01513,publisher_A,https://doi.org/10.1021/acsanm.0c01513,Crystal engineering
10.1002/anie.202207467,publisher_W,https://doi.org/10.1002/anie.202207467,Crystal engineering
10.1021/cg901571m,publisher_A,https://doi.org/10.1021/cg901571m,Crystal engineering
10.1021/acsanm.0c01566,publisher_A,https://doi.org/10.1021/acsanm.0c01566,Functional materials
10.1039/c3dt52992d,publisher_R,https://doi.org/10.1039/c3dt52992d,Crystal engineering
10.1021/acsanm.8b01027,publisher_A,https://doi.org/10.1021/acsanm.8b01027,Functional materials
10.1002/aoc.6319,publisher_W,https://doi.org/10.1002/aoc.6319,Functional materials
10.1021/acs.cgd.5c00081,publisher_A,https://doi.org/10.1021/acs.cgd.5c00081,Functional materials
10.1021/ja905009e,publisher_A,https://doi.org/10.1021/ja905009e,Crystal engineering
10.1039/c004234j,publisher_R,https://doi.org/10.1039/c004234j,Crystal engineering
10.1039/d1cc00864a,publisher_R,https://doi.org/10.1039/d1cc00864a,Chemical synthesis
10.1021/acs.langmuir.3c03193,publisher_A,https://doi.org/10.1021/acs.langmuir.3c03193,Functional materials
10.1021/acs.chemmater.6b01087,publisher_A,https://doi.org/10.1021/acs.chemmater.6b01087,Crystal engineering
10.1002/ejic.202400504,publisher_W,https://doi.org/10.1002/ejic.202400504,Functional materials
10.1021/acsanm.1c01499,publisher_A,https://doi.org/10.1021/acsanm.1c01499,Chemical synthesis
10.1002/cplu.202000175,publisher_W,https://doi.org/10.1002/cplu.202000175,Crystal engineering
10.1039/c0ce00963f,publisher_R,https://doi.org/10.1039/c0ce00963f,Crystal engineering
10.1021/cg101453m,publisher_A,https://doi.org/10.1021/cg101453m,Crystal engineering
10.1002/ejic.201402094,publisher_W,https://doi.org/10.1002/ejic.201402094,Crystal engineering
10.1007/s11581-024-05414-7,publisher_S,https://doi.org/10.1007/s11581-024-05414-7,Functional materials
10.1021/cg1015109,publisher_A,https://doi.org/10.1021/cg1015109,Crystal engineering
10.1039/d1ra02938j,publisher_R,https://doi.org/10.1039/d1ra02938j,Functional materials
10.1002/zaac.201400102,publisher_W,https://doi.org/10.1002/zaac.201400102,Crystal engineering
10.1021/acs.inorgchem.7b02235,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b02235,Functional materials
10.1002/ejic.201600902,publisher_W,https://doi.org/10.1002/ejic.201600902,Functional materials
10.1039/b710209g,publisher_R,https://doi.org/10.1039/b710209g,Crystal engineering
10.1039/c2ce25482d,publisher_R,https://doi.org/10.1039/c2ce25482d,Crystal engineering
10.1039/c4ce00835a,publisher_R,https://doi.org/10.1039/c4ce00835a,Crystal engineering
10.1007/s11172-022-3380-y,publisher_S,https://doi.org/10.1007/s11172-022-3380-y,Crystal engineering
10.1039/c7dt03474a,publisher_R,https://doi.org/10.1039/c7dt03474a,Functional materials
10.1039/c8nj05647a,publisher_R,https://doi.org/10.1039/c8nj05647a,Functional materials
10.1039/c1jm14791a,publisher_R,https://doi.org/10.1039/c1jm14791a,Crystal engineering
10.1002/bkcs.12269,publisher_W,https://doi.org/10.1002/bkcs.12269,Functional materials
10.1039/c9dt00081j,publisher_R,https://doi.org/10.1039/c9dt00081j,Crystal engineering
10.1007/s10870-015-0578-y,publisher_S,https://doi.org/10.1007/s10870-015-0578-y,Chemical synthesis
10.1002/cctc.201402546,publisher_W,https://doi.org/10.1002/cctc.201402546,Functional materials
10.1021/acs.inorgchem.7b03063,publisher_A,https://doi.org/10.1021/acs.inorgchem.7b03063,Chemical synthesis
10.1021/acs.inorgchem.0c02297,publisher_A,https://doi.org/10.1021/acs.inorgchem.0c02297,Functional materials
10.1039/c9nj00900k,publisher_R,https://doi.org/10.1039/c9nj00900k,Functional materials
10.1021/acsanm.9b02297,publisher_A,https://doi.org/10.1021/acsanm.9b02297,Functional materials
