doi,main_pdf,si_pdf,raw_output,parsed_json,article_trial_or_failure,article_trial_or_failure_notes,mof_name,crystal_code,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_008.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr-MOF-808 (Ce0f),,NiCl2·6H2O,,"0.53 M, 2400 μL (in H2O)",2400.0,uL,aluminum lactate,,"0.53 M, 0 μL (in H2O)",0.0,uL,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.13 g (0.60 mmol),0.13,g,,,,,,,,,,,formic acid,,8.3 mL,8.3,mL,,,,,,"N,N-dimethylformamide",DMF,3.2 mL,3.2,,,,,100.0,100 °C,0.333,20 min,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"DMF, MeOH",DMF 4×40 mL over 2 days; MeOH 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,19.0,0.584 ± 0.09 μm (SEM particle size),spn,Zr6O8 6-connected SBU,,,693.6,not_reported,no,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_009.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce8f),,NiCl2·6H2O,,"0.53 M, 2328 μL (in H2O)",2328.0,uL,aluminum lactate,,"0.53 M, 72 μL (in H2O)",72.0,uL,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.13 g (0.60 mmol),0.13,g,,,,,,,,,,,formic acid,,8.3 mL,8.3,mL,,,,,,"N,N-dimethylformamide",DMF,3.2 mL,3.2,,,,,100.0,100 °C,0.333,20 min,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"DMF, MeOH",DMF 4×40 mL over 2 days; MeOH 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,30.0,0.598 ± 0.06 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1114.8,not_reported,no,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_010.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce20f),,NiCl2·6H2O,,"0.53 M, 2112 μL (in H2O)",2112.0,uL,aluminum lactate,,"0.53 M, 288 μL (in H2O)",288.0,uL,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.13 g (0.60 mmol),0.13,g,,,,,,,,,,,formic acid,,8.3 mL,8.3,mL,,,,,,"N,N-dimethylformamide",DMF,3.2 mL,3.2,,,,,100.0,100 °C,0.333,20 min,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"DMF, MeOH",DMF 4×40 mL over 2 days; MeOH 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,32.0,0.630 ± 0.08 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1076.3,not_reported,no,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_011.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce25f),,MnCl2·4H2O,,"0.53 M, 1800 μL (in H2O)",1800.0,uL,aluminum lactate,,"0.53 M, 600 μL (in H2O)",600.0,uL,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.13 g (0.60 mmol),0.13,g,,,,,,,,,,,formic acid,,8.3 mL,8.3,mL,,,,,,"N,N-dimethylformamide",DMF,3.2 mL,3.2,,,,,100.0,100 °C,0.333,20 min,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"DMF, MeOH",DMF 4×40 mL over 2 days; MeOH 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,38.0,0.675 ± 0.12 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,818.1,not_reported,no,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_012.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce44f),,MnCl2·4H2O,,"0.53 M, 1440 μL (in H2O)",1440.0,uL,aluminum lactate,,"0.53 M, 960 μL (in H2O)",960.0,uL,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.13 g (0.60 mmol),0.13,g,,,,,,,,,,,formic acid,,8.3 mL,8.3,mL,,,,,,"N,N-dimethylformamide",DMF,3.2 mL,3.2,,,,,100.0,100 °C,0.333,20 min,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"DMF, MeOH",DMF 4×40 mL over 2 days; MeOH 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,27.0,0.720 ± 0.11 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,1528.0,not_reported,no,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/smll.202307236,downloaded\10.1002_smll.202307236.pdf,SI downloaded\10.1002_smll.202307236_SI.pdf,mof_json_store\10.1002_smll.202307236\raw_output.json,mof_json_store\10.1002_smll.202307236\synthesis_013.json,yes,Formate route caused pressure/safety issues; Ce(HCOO)3 impurity formed and Ce100f did not form (0% yield).,Zr/Ce-MOF-808 (Ce69f),,MnCl2·4H2O,,"0.53 M, 1080 μL (in H2O)",1080.0,uL,aluminum lactate,,"0.53 M, 1320 μL (in H2O)",1320.0,uL,nan,,,,,"benzene-1,3,5-tricarboxylic acid",BTC,0.13 g (0.60 mmol),0.13,g,,,,,,,,,,,formic acid,,8.3 mL,8.3,mL,,,,,,"N,N-dimethylformamide",DMF,3.2 mL,3.2,,,,,100.0,100 °C,0.333,20 min,48 mL Synthware heavy-wall pressure vessel (round-bottom),gentle stirring,"DMF, MeOH",DMF 4×40 mL over 2 days; MeOH 8×40 mL over 4 days,"dried 70 °C for 2 h, then oven activation at 120 °C for 20 h",120.0,20.0,off-white powder,22.0,0.771 ± 0.12 μm (SEM particle size),spn,Zr/Ce M6O8 6-connected SBU,,,231.6,not_reported,no,,peptide_hydrolysis,10.1002/smll.202307236,ok,
10.1002/adma.201701804,downloaded\10.1002_adma.201701804.pdf,SI downloaded\10.1002_adma.201701804_SI.pdf,mof_json_store\10.1002_adma.201701804\raw_output.json,mof_json_store\10.1002_adma.201701804\synthesis_001.json,no,,MOF-1,,CoCl2·6H2O,,"0.2171 g, 0.5 mmol",0.5,mmol,nan,,"0.2234 g, 0.5 mmol",0.5,mmol,nan,,,,,oxalic acid dihydrate,,"0.25 M, 10 mL (hydrazinium oxalate in H2O)",,,,,,,,,,,,,hydrazine hydrate (80 wt%),,used to prepare 0.25 M hydrazinium oxalate (25 mL total; 10 mL used),,,,,,,,water,H2O,10 mL (as 0.25 M hydrazinium oxalate solution),10.0,,,,,150.0,150 °C,72.0,3 days,Teflon-lined Parr steel autoclave (23 mL),static,deionized water,,dried and stored at room temperature,,,,,,,LnO9 polyhedra; pillared-layer framework,"a=16.3340(4) Å, b=12.1651(3) Å, c=11.4608(2) Å, β=116.615(4)°, C2/m (monoclinic)",,,not_reported,yes,,proton_conductivity;luminescence;sensing,10.1002/adma.201701804,ok,
10.1002/adma.201701804,downloaded\10.1002_adma.201701804.pdf,SI downloaded\10.1002_adma.201701804_SI.pdf,mof_json_store\10.1002_adma.201701804\raw_output.json,mof_json_store\10.1002_adma.201701804\synthesis_002.json,no,,MOF-2,,ZrCl(OH)2(DMF)2]Cl,,1 mmol,1,mmol,nan,,,,,nan,,,,,oxalic acid dihydrate,,"0.25 M, 10 mL (hydrazinium oxalate in H2O)",,,,,,,,,,,,,hydrazine hydrate (80 wt%),,used to prepare 0.25 M hydrazinium oxalate (25 mL total; 10 mL used),,,,,,,,water,H2O,10 mL (as 0.25 M hydrazinium oxalate solution),10.0,,,,,150.0,150 °C,72.0,3 days,Teflon-lined Parr steel autoclave (23 mL),static,deionized water,,dried and stored at room temperature,,,,,,,LnO9 polyhedra; pillared-layer framework,,,,not_reported,yes,,proton_conductivity;luminescence;sensing,10.1002/adma.201701804,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_001.json,no,,UiO-66-NH2 (2D HPNSs),,ZrCl(OH)2(DMF)2]Cl,ZrOCl2·8H2O,110 mg,0.321326,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,20 mg,20.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.6 mL,0.6,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets,,,,,,,650.0,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_002.json,no,,"UiO-66-NH2 (2D HPNSs, higher HAc)",,ZrCl(OH)2(DMF)2]Cl,ZrOCl2·8H2O,110 mg,0.321326,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,20 mg,20.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.8 mL,0.8,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets,,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_003.json,no,,"UiO-66-NH2 (2D HPNSs, highest HAc)",,ZrCl(OH)2(DMF)2]Cl,ZrOCl2·8H2O,110 mg,0.321326,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,20 mg,20.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,1.0 mL,1.0,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets,,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_004.json,no,,"UiO-66-NH2 (2D HPNSs, TMB 20 μL)",,ZrCl(OH)2(DMF)2]Cl,ZrOCl2·8H2O,110 mg,0.321326,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,20 mg,20.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.6 mL,0.6,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets,,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_005.json,no,,"UiO-66-NH2 (2D HPNSs, TMB 40 μL)",,ZrCl(OH)2(DMF)2]Cl,ZrOCl2·8H2O,110 mg,0.321326,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,20 mg,20.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.6 mL,0.6,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets,,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_006.json,no,,"UiO-66-NH2 (2D HPNSs, thicker; BDC-NH2 30 mg)",,ZrCl(OH)2(DMF)2]Cl,ZrOCl2·8H2O,110 mg,0.321326,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,30 mg,30.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.6 mL,0.6,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets (thicker),,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_007.json,no,,"UiO-66-NH2 (2D HPNSs, thicker; BDC-NH2 40 mg)",,ZrCl4,ZrOCl2·8H2O,110 mg,0.47203,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,40 mg,40.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.6 mL,0.6,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets (thicker),,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_008.json,no,,"UiO-66-NH2 (2D HPNSs, thickest; BDC-NH2 50 mg)",,ZrCl4,ZrOCl2·8H2O,110 mg,0.47203,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,50 mg,50.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,acetic acid,HAc,0.6 mL,0.6,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then freeze-dried under vacuum 24 h",60.0,48.0,2D hierarchically porous nanosheets (thickest),,,,,,,,not_reported,not_reported,,CO2_cycloaddition,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_009.json,no,,Hf-UiO-66-NH2 (2D HPNSs),,ZrCl4,HfCl4,110 mg,0.47203,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,40 mg,40.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,formic acid,FAc,0.5 mL,0.5,mL,water (in F127/n-octadecanol template suspension),H2O,6.0 mL F127/n-octadecanol template suspension (aqueous),,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,,,,2D hierarchically porous nanosheets,,,,,,,,not_reported,not_reported,,,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_010.json,no,,DUT-67 (Zr) (2D HPNSs),,ZrCl4,ZrOCl2·8H2O,270 mg,1.15862,mmol,nan,,,,,nan,,,,,"2,5-thiophenedicarboxylic acid",TDC,135 mg,135.0,mg,,,,,,,,,,,octadecyl dimethyl betaine,ODMB,50 mg,50.0,mg,Pluronic F127,F127,200 mg,200.0,mg,water,H2O,12.0 mL DI water + 6.0 mL F127/n-octadecanol template suspension,,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,,,,2D hierarchically porous nanosheets,,,,,,,,not_reported,not_reported,,,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_011.json,no,,UiO-66-NH2 (MicroCs),,ZrCl4,ZrCl4,55.92 mg,0.239963,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,43.44 mg,43.44,mg,,,,,,,,,,,acetic acid,HAc,6 mL,6.0,mL,,,,,,"N,N-dimethylformamide",DMF,30 mL,30.0,,,,,120.0,120 °C,24.0,24 h,,,"DMF, ethanol",three times,Dried in a vacuum oven at 80 °C for 12 h,80.0,12.0,microporous crystals,,,,,,,749.0,not_reported,not_reported,,,10.1021/jacs.4c02321,ok,
10.1021/jacs.4c02321,downloaded\10.1021_jacs.4c02321.pdf,SI downloaded\10.1021_jacs.4c02321_SI.pdf,mof_json_store\10.1021_jacs.4c02321\raw_output.json,mof_json_store\10.1021_jacs.4c02321\synthesis_012.json,no,,UiO-66-NH2 (MesoCs),,Zn(NO3)2·6H2O,ZrOCl2·8H2O,110 mg,0.505791,mmol,nan,,,,,nan,,,,,2-aminoterephthalic acid,BDC-NH2,50 mg,50.0,mg,,,,,,,,,,,Pluronic F127,F127,25 mg,25.0,mg,acetic acid,HAc,1 mL,1.0,mL,water,H2O,6 mL,6.0,,,,,45.0,45 °C,,overnight,,stirred,"DMF, ethanol",three times,"Ethanol soak 60 °C for 2 days (ethanol renewed every 12 h), then dried in a vacuum oven at 80 °C for 12 h",60.0,48.0,mesoporous crystals,,,,,,,,not_reported,not_reported,,,10.1021/jacs.4c02321,ok,
10.1039/c5ce00004a,downloaded\10.1039_c5ce00004a.pdf,SI downloaded\10.1039_c5ce00004a_SI.pdf,mof_json_store\10.1039_c5ce00004a\raw_output.json,mof_json_store\10.1039_c5ce00004a\synthesis_004.json,yes,Guest-containing isomer for dmtz not obtained; rapid mixing gave nonporous 1a and 3a.,[Ag7(diptz)7]·0.5H2O (4b),,Zn(NO3)2·6H2O,Ag2O,"0.05 mmol, 0.012 g",0.05,mmol,nan,,,,,nan,,,,,"3,5-diisopropyl-1,2,4-triazole",Hdiptz,"0.10 mmol, 0.017 g",0.1,mmol,,,,,,,,,,,,,,,,,,,,,methanol,MeOH,3.0 mL total (layered),3.0,aqueous ammonia (25%),NH3(aq),3.0 mL total (layered),3.0,25,"room temperature, dark",,not reported,glass tube,static,,,,,,,42.0,,,mixed linear/trigonal/tetrahedral Ag(I) nodes; complex 3D net with small cavities,,,,not_reported,not_reported,,,10.1039/c5ce00004a,ok,
10.1021/acs.cgd.8b01373,downloaded\10.1021_acs.cgd.8b01373.pdf,SI downloaded\10.1021_acs.cgd.8b01373_SI.pdf,mof_json_store\10.1021_acs.cgd.8b01373\raw_output.json,mof_json_store\10.1021_acs.cgd.8b01373\synthesis_001.json,no,,,,Zn(NO3)2·6H2O,,"0.1 mmol, 23.7 mg",0.1,mmol,nan,,,,,nan,,,,,2-(benzimidazol-1-yl)terephthalic acid,H2bitp,"0.1 mmol, 28.2 mg",0.1,mmol,"1,2-bis(4-pyridyl)ethylene",bpe,"0.1 mmol, 18.2 mg",0.1,mmol,,,,,,NaOH,,8 mg,,,,,,,,water,H2O,10 mL,10.0,,,,,150.0,150 °C,72.0,3 days,Teflon-lined stainless steel vessel (25 mL),,,,200 °C under high vacuum for 5 h,200.0,5.0,dark green block crystals,65.0,,,"Ni nodes four-connected; bitp2− three-connected (3,4,4-connected net)","P-1; a=10.550(4) Å, b=10.656(4) Å, c=11.989(5) Å, α=101.939(6)°, β=108.282(7)°, γ=100.868(7)°",,,not_reported,yes,358.0,CO2_capture;catalysis;magnetism,10.1021/acs.cgd.8b01373,ok,
10.1021/acs.cgd.8b01373,downloaded\10.1021_acs.cgd.8b01373.pdf,SI downloaded\10.1021_acs.cgd.8b01373_SI.pdf,mof_json_store\10.1021_acs.cgd.8b01373\raw_output.json,mof_json_store\10.1021_acs.cgd.8b01373\synthesis_002.json,no,,,,Zn(NO3)2·6H2O,,"0.1 mmol, 23.7 mg",0.1,mmol,nan,,,,,nan,,,,,2-(benzimidazol-1-yl)terephthalic acid,H2bitp,"0.1 mmol, 28.2 mg",0.1,mmol,"1,2-bis(4-pyridyl)ethane",bpa,"0.1 mmol, 18.4 mg",0.1,mmol,,,,,,NaOH,,8 mg,,,,,,,,water,H2O,10 mL,10.0,,,,,150.0,150 °C,72.0,3 days,Teflon-lined stainless steel vessel (25 mL),,,,200 °C under high vacuum for 5 h,200.0,5.0,dark green block crystals,67.0,,,Ni nodes four-connected; bitp2− three-connected (isostructural to 1),"P-1; a=10.4757(3) Å, b=10.6077(3) Å, c=11.9257(3) Å, α=101.762(2)°, β=101.742(2)°, γ=100.345(2)°",,,not_reported,yes,280.0,CO2_capture;catalysis;magnetism,10.1021/acs.cgd.8b01373,ok,
10.1021/acs.cgd.8b01373,downloaded\10.1021_acs.cgd.8b01373.pdf,SI downloaded\10.1021_acs.cgd.8b01373_SI.pdf,mof_json_store\10.1021_acs.cgd.8b01373\raw_output.json,mof_json_store\10.1021_acs.cgd.8b01373\synthesis_003.json,no,,,,Zn(NO3)2·6H2O,,"0.1 mmol, 23.7 mg",0.1,mmol,nan,,,,,nan,,,,,2-(benzimidazol-1-yl)terephthalic acid,H2bitp,"0.1 mmol, 28.2 mg",0.1,mmol,"4,4'-bipyridine","4,4′-bpy","0.1 mmol, 15.7 mg",0.1,mmol,,,,,,NaOH,,8 mg,,,,,,,,water,H2O,10 mL,10.0,,,,,150.0,150 °C,72.0,3 days,Teflon-lined stainless steel vessel (25 mL),,,,,,,green block crystals,35.0,,,distorted-octahedral Ni nodes forming 2D layers linked by H-bonds,"C2/c; a=17.845(5) Å, b=14.502(4) Å, c=16.671(4) Å, α=90°, β=109.468(4)°, γ=90°",,,not_reported,yes,320.0,catalysis;magnetism,10.1021/acs.cgd.8b01373,ok,
10.1021/acs.cgd.8b01373,downloaded\10.1021_acs.cgd.8b01373.pdf,SI downloaded\10.1021_acs.cgd.8b01373_SI.pdf,mof_json_store\10.1021_acs.cgd.8b01373\raw_output.json,mof_json_store\10.1021_acs.cgd.8b01373\synthesis_004.json,no,,,,Zn(NO3)2·6H2O,,"0.1 mmol, 23.7 mg",0.1,mmol,nan,,,,,nan,,,,,2-(benzimidazol-1-yl)terephthalic acid,H2bitp,"0.1 mmol, 28.2 mg",0.1,mmol,"2,2′-bipyridine","2,2′-bpy","0.1 mmol, 15.7 g",0.1,mmol,,,,,,NaOH,,8 mg,,,,,,,,water,H2O,10 mL,10.0,,,,,150.0,150 °C,72.0,3 days,Teflon-lined stainless steel vessel (25 mL),,,,,,,green block crystals,66.0,,,"Ni1 octahedral, Ni2 square-pyramidal; 2D network","P-1; a=7.887(3) Å, b=14.502(6) Å, c=18.085(8) Å, α=113.595(7)°, β=93.273(7)°, γ=96.521(7)°",,,not_reported,yes,320.0,catalysis;magnetism,10.1021/acs.cgd.8b01373,ok,
